"accessRights","adm1","adm2","associatedSequences","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","eventDate","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferenceProtocol","georeferenceRemarks","georeferenceSources","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLabel","verbatimLocality","year","downloadDate"
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacment142212","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","1261936894","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacment142212",NA,NA,"CAS",NA,"US",1261936894,"Animalia",1,NA,"2016-06-06T17:57:08.234+0000","2016-05-30T17:59:16.961+0000","2016-05-30T17:56:36.040+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacment142212",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142176","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",21,NA,NA,200,NA,NA,"1998-08-20T22:00:00.000+0000",NA,"Formicidae",4342,"NOTEBY J. Longino, NOTEDATE 9-Sep-98: Mesic oak hemlock woods, slope above river; sparse understory; even litter layer; scattered dead wood; layer of moisture just under litter; 4 sacks filled; taken off at end of day, 22 August.","JTL3929-s","United States","865435550","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"mixed broadleaf, hemlock woods; sifted litter from forest floor","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacm ent 142176",NA,NA,"CAS",NA,"US",865435550,"Animalia",1,NA,"2016-03-14T18:55:01.111+0000","2016-04-17T17:14:13.710+0000","2016-03-14T18:55:01.118+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacm ent 142176",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"Winkler","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"21 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142178","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",21,NA,NA,200,NA,NA,"1998-08-20T22:00:00.000+0000",NA,"Formicidae",4342,"NOTEBY J. Longino, NOTEDATE 9-Sep-98: Mesic oak hemlock woods, slope above river; sparse understory; even litter layer; scattered dead wood; layer of moisture just under litter; 4 sacks filled; taken off at end of day, 22 August.","JTL3929-s","United States","865435606","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"mixed broadleaf, hemlock woods; sifted litter from forest floor","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacm ent 142178",NA,NA,"CAS",NA,"US",865435606,"Animalia",1,NA,"2016-03-14T18:55:01.096+0000","2016-04-17T17:14:13.905+0000","2016-03-14T18:55:01.105+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacm ent 142178",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"Winkler","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"21 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142201","Insecta",216,"Whiteoak Canyon, 14km SE Luray, Virginia, United States","antweb",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"2012-06-28T22:00:00.000+0000",21,NA,NA,450,NA,NA,"1998-08-20T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3930-s","United States","893244913","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"mixed broadleaf, hemlock woods; strays; Prenolepis nest in soil","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"B. DeMarco","antweb:lacm ent 142201",NA,NA,"CAS",NA,"US",893244913,"Animalia",1,NA,"2014-03-17T14:53:37.577+0000","2016-04-17T17:14:15.446+0000","2014-05-29T21:06:02.799+0000",38.53333,NA,NA,"Whiteoak Canyon, 14km SE Luray",NA,-78.35,NA,8,"ICZN",NA,NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"21 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142214","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","865435670","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacm ent 142214",NA,NA,"CAS",NA,"US",865435670,"Animalia",1,NA,"2016-03-14T18:55:01.096+0000","2016-04-17T17:14:15.203+0000","2016-03-14T18:55:01.107+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacm ent 142214",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142212","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","865435621","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacm ent 142212",NA,NA,"CAS",NA,"US",865435621,"Animalia",1,NA,"2016-03-14T18:55:01.109+0000","2016-04-17T17:14:14.069+0000","2016-03-14T18:55:01.118+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacm ent 142212",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacment142178","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",21,NA,NA,200,NA,NA,"1998-08-20T22:00:00.000+0000",NA,"Formicidae",4342,"NOTEBY J. Longino, NOTEDATE 9-Sep-98: Mesic oak hemlock woods, slope above river; sparse understory; even litter layer; scattered dead wood; layer of moisture just under litter; 4 sacks filled; taken off at end of day, 22 August.","JTL3929-s","United States","1261936866","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"mixed broadleaf, hemlock woods; sifted litter from forest floor","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacment142178",NA,NA,"CAS",NA,"US",1261936866,"Animalia",1,NA,"2016-06-06T17:57:08.229+0000","2016-05-30T17:59:16.949+0000","2016-05-30T17:56:36.003+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacment142178",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"Winkler","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"21 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacment142214","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","1261936881","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacment142214",NA,NA,"CAS",NA,"US",1261936881,"Animalia",1,NA,"2016-06-06T17:57:08.247+0000","2016-05-30T17:59:16.981+0000","2016-05-30T17:56:36.023+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacment142214",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142178","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","antweb",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",21,NA,NA,200,NA,NA,"1998-08-20T22:00:00.000+0000",NA,"Formicidae",4342,"NOTEBY J. Longino, NOTEDATE 9-Sep-98: Mesic oak hemlock woods, slope above river; sparse understory; even litter layer; scattered dead wood; layer of moisture just under litter; 4 sacks filled; taken off at end of day, 22 August.","JTL3929-s","United States","893244331","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"mixed broadleaf, hemlock woods; sifted litter from forest floor","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","antweb:lacm ent 142178",NA,NA,"CAS",NA,"US",893244331,"Animalia",1,NA,"2014-03-17T14:53:36.342+0000","2016-04-17T17:14:14.353+0000","2014-05-29T21:05:59.149+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN",NA,NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"Winkler","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"21 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142213","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","865435646","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","CAS:ANTWEB:lacm ent 142213",NA,NA,"CAS",NA,"US",865435646,"Animalia",1,NA,"2016-03-14T18:55:01.117+0000","2016-04-17T17:14:13.864+0000","2016-03-14T18:55:01.124+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN","CAS:ANTWEB:lacm ent 142213",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142212","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","antweb",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","893245202","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","antweb:lacm ent 142212",NA,NA,"CAS",NA,"US",893245202,"Animalia",1,NA,"2014-03-17T14:53:38.152+0000","2016-04-17T17:14:14.087+0000","2014-05-29T21:06:06.555+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN",NA,NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacment142201","Insecta",216,"Whiteoak Canyon, 14km SE Luray, Virginia, United States","ANTWEB",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"2012-06-28T22:00:00.000+0000",21,NA,NA,450,NA,NA,"1998-08-20T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3930-s","United States","1261936839","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"mixed broadleaf, hemlock woods; strays; Prenolepis nest in soil","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"B. DeMarco","CAS:ANTWEB:lacment142201",NA,NA,"CAS",NA,"US",1261936839,"Animalia",1,NA,"2016-06-06T17:57:08.251+0000","2016-05-30T17:59:16.897+0000","2016-05-30T17:56:36.011+0000",38.53333,NA,NA,"Whiteoak Canyon, 14km SE Luray",NA,-78.35,NA,8,"ICZN","CAS:ANTWEB:lacment142201",NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"21 Aug 1998",NA,NA,1998,2016-06-14
NA,"Virginia",NA,NA,"PRESERVED_SPECIMEN","lacm ent 142213","Insecta",216,"Syria, 30km W Culpeper, Virginia, United States","antweb",NA,NA,NA,NA,"United States",NA,"13b70480-bd69-11dd-b15f-b8a03c50a862",NA,"1999-08-13T22:00:00.000+0000",22,NA,NA,200,NA,NA,"1998-08-21T22:00:00.000+0000",NA,"Formicidae",4342,NA,"JTL3935-s","United States","893245227","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,"minute",NA,"2nd growth broadleaf forest; strays","animalia;arthropoda;insecta;hymenoptera;hymenoptera;formicidae;myrmicinae",NA,NA,NA,NA,NA,"J. Longino","antweb:lacm ent 142213",NA,NA,"CAS",NA,"US",893245227,"Animalia",1,NA,"2014-03-17T14:53:38.177+0000","2016-04-17T17:14:13.792+0000","2014-05-29T21:06:06.605+0000",38.48333,NA,NA,"Syria, 30km W Culpeper",NA,-78.33333,NA,8,"ICZN",NA,NA,"Hymenoptera",1457,NA,NA,"JTLC","Arthropoda",54,"Dry-mount","DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. Longino",NA,NA,NA,NA,"search","Aphaenogaster picea (Wheeler, 1908)",NA,NA,NA,"Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"22 Aug 1998",NA,NA,1998,2016-06-14
NA,"Ohio","Hocking",NA,"PRESERVED_SPECIMEN","OSUC 57604","Insecta",216,"Coovert Property, Benton Twp., Hocking Co., OH, Ohio, Hocking, United States","Insects",NA,NA,NA,NA,"United States",NA,"84ab7b76-f762-11e1-a439-00145eb45e9a",NA,"1999-12-31T23:00:00.000+0000",27,NA,NA,NA,NA,NA,"1996-04-26T22:00:00.000+0000",NA,"Formicidae",4342,"G. A. C. 1722.#3 [Coovert Property, Benton Twp., Hocking Co., OHIO; added 12-JUL-2002] [Apr. 27, 1996; added 12-JUL-2002]",NA,"United States","872910395","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,NA,"GNIS-USGS",NA,NA,NA,NA,NA,NA,NA,"Coovert, G. A. (Gary A.)","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57604",1,NA,"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",NA,"US",872910395,"Animalia",1,"en","2015-09-04T15:47:29.422+0000","2016-04-16T02:21:08.621+0000","2015-07-24T14:58:15.183+0000",39.4306,NA,"ADULT","Coovert Property, Benton Twp., Hocking Co., OH",NA,-82.5672,"2015-02-09T14:41:25.000+0000",4,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57604",NA,"Hymenoptera",1457,NA,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","US","5ffa575c-fcd4-4583-9611-545f67b04316","Coovert, G. A. (Gary A.)",NA,NA,NA,NA,"none specified","Aphaenogaster picea (Wheeler, 1908)","urn:lsid:biosci.ohio-state.edu:osuc_names:25480","FEMALE","http://hol.osu.edu/spmInfo.html?id=OSUC%2057604","Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"27 April 1996",NA,NA,1996,2016-06-14
NA,"Ohio","Hocking",NA,"PRESERVED_SPECIMEN","OSUC 57605","Insecta",216,"Coovert Property, Benton Twp., Hocking Co., OH, Ohio, Hocking, United States","Insects",NA,NA,NA,NA,"United States",NA,"84ab7b76-f762-11e1-a439-00145eb45e9a",NA,"1999-12-31T23:00:00.000+0000",27,NA,NA,NA,NA,NA,"1996-04-26T22:00:00.000+0000",NA,"Formicidae",4342,"G. A. C. 1722.#3 [Coovert Property, Benton Twp., Hocking Co., OHIO; added 12-JUL-2002] [Apr. 27, 1996; added 12-JUL-2002]",NA,"United States","872910423","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,NA,"GNIS-USGS",NA,NA,NA,NA,NA,NA,NA,"Coovert, G. A. (Gary A.)","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57605",1,NA,"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",NA,"US",872910423,"Animalia",1,"en","2015-09-04T15:47:29.402+0000","2016-04-16T02:21:08.621+0000","2015-07-24T14:58:15.233+0000",39.4306,NA,"ADULT","Coovert Property, Benton Twp., Hocking Co., OH",NA,-82.5672,"2015-02-09T14:41:29.000+0000",4,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57605",NA,"Hymenoptera",1457,NA,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","US","5ffa575c-fcd4-4583-9611-545f67b04316","Coovert, G. A. (Gary A.)",NA,NA,NA,NA,"none specified","Aphaenogaster picea (Wheeler, 1908)","urn:lsid:biosci.ohio-state.edu:osuc_names:25480","FEMALE","http://hol.osu.edu/spmInfo.html?id=OSUC%2057605","Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"27 April 1996",NA,NA,1996,2016-06-14
NA,"Ohio","Hocking",NA,"PRESERVED_SPECIMEN","OSUC 57606","Insecta",216,"Coovert Property, Benton Twp., Hocking Co., OH, Ohio, Hocking, United States","Insects",NA,NA,NA,NA,"United States",NA,"84ab7b76-f762-11e1-a439-00145eb45e9a",NA,"1999-12-31T23:00:00.000+0000",5,NA,NA,NA,NA,NA,"1996-05-04T22:00:00.000+0000",NA,"Formicidae",4342,"G. A. C. 1727.#13 [Coovert Property, Benton Twp., Hocking Co., OHIO; added 12-JUL-2002] [May 5,1996; added 12-JUL-2002]",NA,"United States","872910438","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,NA,"GNIS-USGS",NA,NA,NA,NA,NA,NA,NA,"Coovert, G. A. (Gary A.)","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57606",1,NA,"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",NA,"US",872910438,"Animalia",1,"en","2015-09-04T15:47:29.416+0000","2016-04-16T02:21:08.419+0000","2015-07-24T14:58:15.231+0000",39.4306,NA,"ADULT","Coovert Property, Benton Twp., Hocking Co., OH",NA,-82.5672,"2015-02-09T14:41:26.000+0000",5,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57606",NA,"Hymenoptera",1457,NA,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","US","5ffa575c-fcd4-4583-9611-545f67b04316","Coovert, G. A. (Gary A.)",NA,NA,NA,NA,"none specified","Aphaenogaster picea (Wheeler, 1908)","urn:lsid:biosci.ohio-state.edu:osuc_names:25480","FEMALE","http://hol.osu.edu/spmInfo.html?id=OSUC%2057606","Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"5 May 1996",NA,NA,1996,2016-06-14
NA,"Ohio","Hocking",NA,"PRESERVED_SPECIMEN","OSUC 57607","Insecta",216,"Coovert Property, Benton Twp., Hocking Co., OH, Ohio, Hocking, United States","Insects",NA,NA,NA,NA,"United States",NA,"84ab7b76-f762-11e1-a439-00145eb45e9a",NA,"1999-12-31T23:00:00.000+0000",5,NA,NA,NA,NA,NA,"1996-05-04T22:00:00.000+0000",NA,"Formicidae",4342,"G. A. C. 1727.#13 [Coovert Property, Benton Twp., Hocking Co., OHIO; added 12-JUL-2002] [May 5,1996; added 12-JUL-2002]",NA,"United States","872910482","Aphaenogaster","Aphaenogaster",1315863,"WGS84",NA,NA,NA,"GNIS-USGS",NA,NA,NA,NA,NA,NA,NA,"Coovert, G. A. (Gary A.)","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57607",1,NA,"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",NA,"US",872910482,"Animalia",1,"en","2015-09-04T15:47:29.420+0000","2016-04-16T02:21:08.550+0000","2015-07-24T14:58:15.181+0000",39.4306,NA,"ADULT","Coovert Property, Benton Twp., Hocking Co., OH",NA,-82.5672,"2015-02-09T14:41:26.000+0000",5,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__57607",NA,"Hymenoptera",1457,NA,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","US","5ffa575c-fcd4-4583-9611-545f67b04316","Coovert, G. A. (Gary A.)",NA,NA,NA,NA,"none specified","Aphaenogaster picea (Wheeler, 1908)","urn:lsid:biosci.ohio-state.edu:osuc_names:25480","FEMALE","http://hol.osu.edu/spmInfo.html?id=OSUC%2057607","Aphaenogaster picea",1316102,"picea",NA,NA,1316102,"SPECIES",NA,NA,NA,NA,"5 May 1996",NA,NA,1996,2016-06-14
