"X"	"Y"	"maxTwarmest.baseline"	"maxTwarmest.2050"
14.75	56.083	16.7	19.5
14.75	56.25	16.4	19.2
14.75	56.417	16	18.8
14.75	56.583	15.9	18.7
14.75	56.75	15.8	18.6
14.75	56.917	15.8	18.5
14.75	57.083	15.7	18.4
14.75	57.25	15.5	18.2
14.75	57.417	15.5	18.2
14.75	57.583	15.3	18
14.75	57.75	15.3	18
14.75	57.917	15.6	18.3
14.75	58.083	15.8	18.4
14.75	58.25	16.1	18.8
14.75	58.417	16.2	18.9
14.75	58.75	15.9	18.6
14.75	58.917	15.8	18.4
14.75	59.083	16	18.6
14.75	59.25	15.5	18.2
14.75	59.417	15.4	18
14.75	59.583	15.3	17.9
14.75	59.75	15.2	17.9
14.75	59.917	15	17.6
14.75	60.083	14.6	17.2
14.75	60.25	14.6	17.3
14.75	60.417	14.7	17.4
14.75	60.583	14.5	17.2
14.75	60.75	14.7	17.4
14.75	60.917	15	17.6
14.75	61.083	14.3	16.8
14.75	61.25	14	16.4
14.75	61.417	13.2	15.4
14.75	61.583	13.1	15.4
14.75	61.75	13.4	15.5
14.75	61.917	13.3	15.5
14.75	62.083	13.5	15.7
14.75	62.25	13.7	15.8
14.75	62.417	13.8	15.9
14.75	62.583	13.7	15.8
14.75	62.75	14	16.1
14.75	62.917	14.2	16.2
14.75	63.083	14.3	16.4
14.75	63.25	14.3	16.4
14.75	63.417	14.3	16.4
14.75	63.583	14.2	16.2
14.75	63.75	13.9	16
14.75	63.917	13	15.1
14.75	64.083	11.7	13.9
14.75	64.25	12.5	14.7
14.75	64.417	12.8	15
14.75	64.583	11.8	14.1
14.75	64.75	11	13.2
14.75	64.917	10.3	12.6
14.75	65.083	10.1	12.4
14.75	65.25	10.2	12.4
14.75	65.417	9.8	12.1
14.75	65.583	9.4	11.7
14.75	65.75	10.2	12.4
14.75	65.917	9.1	11.3
14.75	66.083	9.7	11.9
14.75	66.25	9.6	11.7
14.75	66.417	10	12.1
14.75	66.583	8.1	10.2
14.75	66.75	8	10.1
14.75	66.917	11	13.1
14.75	67.083	10	12.1
14.75	67.25	12.1	14.3
14.75	67.417	12.1	14.2
14.75	68.25	11.7	13.8
14.75	68.417	11.3	13.3
14.75	68.583	11.8	13.8
14.75	68.75	11.8	13.7
14.917	36.75	25.7	28.3
14.917	36.917	24.6	27.2
14.917	37.083	23.5	26
14.917	37.25	25.2	27.8
14.917	37.417	26.2	28.7
14.917	37.583	24.4	27
14.917	37.75	19.5	22.2
14.917	37.917	21.2	23.9
14.917	38.083	23.6	26.3
14.917	38.417	25.7	28.3
14.917	40.25	24.6	27.6
14.917	40.583	24.3	27.4
14.917	40.75	22.1	25.2
14.917	40.917	21.9	25
14.917	41.083	23.5	26.5
14.917	41.25	22.7	25.7
14.917	41.417	22.2	25.1
14.917	41.583	23.2	26.2
14.917	41.75	23.1	26
14.917	41.917	24.3	27.2
14.917	44.583	22.6	27
14.917	44.75	17.5	21.9
14.917	44.917	19.1	23.5
14.917	45.083	17.5	22
14.917	45.25	15.2	19.6
14.917	45.417	17.3	21.8
14.917	45.583	17.8	22.1
14.917	45.75	18.5	22.8
14.917	45.917	19.6	23.9
14.917	46.083	19	23.2
14.917	46.25	18.2	22.3
14.917	46.417	16.4	20.4
14.917	46.583	17.8	21.6
14.917	46.75	16.3	20.1
14.917	46.917	14.9	18.6
14.917	47.083	13.6	17.2
14.917	47.25	15.8	19.3
14.917	47.417	14.6	18.1
14.917	47.583	14.1	17.5
14.917	47.75	15.7	19
14.917	47.917	16.9	20.2
14.917	48.083	18.8	22
14.917	48.25	17.9	20.9
14.917	48.417	15.8	18.8
14.917	48.583	16.1	19.1
14.917	48.75	17.3	20.3
14.917	48.917	17.6	20.7
14.917	49.083	17.5	20.6
14.917	49.25	17.1	20.1
14.917	49.417	16.6	19.7
14.917	49.583	17	20.2
14.917	49.75	17.7	21
14.917	49.917	17.9	21.2
14.917	50.083	18.8	22.2
14.917	50.25	18.8	22.3
14.917	50.417	18.4	21.8
14.917	50.583	17.6	21
14.917	50.75	16.6	19.9
14.917	50.917	17.5	20.7
14.917	51.083	17.9	21.1
14.917	51.25	18.2	21.4
14.917	51.417	18.5	21.5
14.917	51.583	18.6	21.5
14.917	51.75	18.9	21.7
14.917	51.917	19.2	21.9
14.917	52.083	19.3	22
14.917	52.25	19.2	21.8
14.917	52.417	19.2	21.9
14.917	52.583	19.6	22.2
14.917	52.75	19.3	22
14.917	52.917	19	21.8
14.917	53.083	18.8	21.7
14.917	53.25	18.9	21.8
14.917	53.417	18.8	21.6
14.917	53.583	18.6	21.4
14.917	53.75	18.8	21.5
14.917	53.917	18.8	21.6
14.917	54.083	18.8	21.5
14.917	55.083	16.5	19.5
14.917	55.25	16.5	19.3
14.917	56.25	16.4	19.2
14.917	56.417	16	18.8
14.917	56.583	16	18.7
14.917	56.75	15.9	18.7
14.917	56.917	15.8	18.6
14.917	57.083	15.6	18.4
14.917	57.25	15.5	18.2
14.917	57.417	15.6	18.3
14.917	57.583	15.7	18.4
14.917	57.75	15.5	18.2
14.917	57.917	15.5	18.2
14.917	58.083	16	18.6
14.917	58.25	16.1	18.8
14.917	58.417	16.2	18.9
14.917	58.583	16.2	18.8
14.917	58.75	16	18.7
14.917	58.917	16	18.6
14.917	59.083	16.1	18.7
14.917	59.25	15.9	18.5
14.917	59.417	15.3	18
14.917	59.583	15.5	18.1
14.917	59.75	14.9	17.6
14.917	59.917	15	17.7
14.917	60.083	14.5	17.2
14.917	60.25	14.9	17.6
14.917	60.417	14.7	17.4
14.917	60.583	14.7	17.4
14.917	60.75	14.8	17.4
14.917	60.917	14.8	17.3
14.917	61.083	14.1	16.6
14.917	61.25	14.1	16.5
14.917	61.417	13.8	16.1
14.917	61.583	13.7	15.9
14.917	61.75	13.6	15.7
14.917	61.917	13.4	15.5
14.917	62.083	13.8	16
14.917	62.25	14.1	16.1
14.917	62.417	14.2	16.3
14.917	62.583	13.7	15.8
14.917	62.75	14	16
14.917	62.917	14.2	16.2
14.917	63.083	14.2	16.3
14.917	63.25	14.5	16.5
14.917	63.417	14.2	16.2
14.917	63.583	13.7	15.8
14.917	63.75	14	16.1
14.917	63.917	13.2	15.2
14.917	64.083	12.7	14.8
14.917	64.25	13.1	15.3
14.917	64.417	12.4	14.6
14.917	64.583	12.1	14.3
14.917	64.75	10.9	13.1
14.917	64.917	10.3	12.6
14.917	65.083	10.6	12.8
14.917	65.25	10.4	12.7
14.917	65.417	10.4	12.7
14.917	65.583	9.7	11.9
14.917	65.75	10.6	12.8
14.917	65.917	9.1	11.2
14.917	66.083	9.6	11.8
14.917	66.25	9.6	11.7
14.917	66.417	9.7	11.8
14.917	66.583	9.1	11.2
14.917	66.75	8.7	10.9
14.917	66.917	9.8	12
14.917	67.083	11	13.1
14.917	67.25	11.6	13.8
14.917	67.417	11.1	13.3
14.917	67.583	11.7	13.9
14.917	67.75	11.4	13.5
14.917	67.917	12.6	14.7
14.917	68.25	12.2	14.3
14.917	68.417	10.8	12.9
14.917	68.583	11.9	13.8
14.917	68.75	11.6	13.5
14.917	68.917	11.5	13.4
15.083	36.75	26.3	28.8
15.083	36.917	25.2	27.8
15.083	37.083	24.9	27.4
15.083	37.25	25.4	28
15.083	37.417	26	28.7
15.083	37.583	24.6	27.2
15.083	37.75	20.8	23.4
15.083	37.917	22.7	25.4
15.083	38.083	24.6	27.2
15.083	40.25	24	27.1
15.083	40.417	23.8	26.9
15.083	40.583	24.1	27.1
15.083	40.75	20.1	23.1
15.083	40.917	22.1	25.1
15.083	41.083	22.9	25.9
15.083	41.25	22.3	25.3
15.083	41.417	22.2	25.2
15.083	41.583	23.4	26.3
15.083	41.75	24.2	27.1
15.083	41.917	24.5	27.4
15.083	44.083	23.4	27.1
15.083	44.417	22.9	27
15.083	44.583	17	21.4
15.083	44.75	15.6	20
15.083	44.917	17.6	22
15.083	45.083	17.5	22
15.083	45.25	16.9	21.3
15.083	45.417	18.2	22.5
15.083	45.583	17.8	22
15.083	45.75	19.3	23.5
15.083	45.917	19.4	23.6
15.083	46.083	18.5	22.6
15.083	46.25	19.1	23.1
15.083	46.417	18.2	22.1
15.083	46.583	17.4	21.2
15.083	46.75	14.6	18.3
15.083	46.917	14.8	18.4
15.083	47.083	17	20.5
15.083	47.25	14.2	17.8
15.083	47.417	15.9	19.3
15.083	47.583	13.5	16.9
15.083	47.75	14.5	17.9
15.083	47.917	16.8	19.9
15.083	48.083	19	22
15.083	48.25	17.6	20.5
15.083	48.417	15.8	18.7
15.083	48.583	16.8	19.8
15.083	48.75	17.3	20.2
15.083	48.917	17	20
15.083	49.083	17	20
15.083	49.25	16.8	19.9
15.083	49.417	16.5	19.6
15.083	49.583	17	20.2
15.083	49.75	17.6	20.8
15.083	49.917	17.8	21.1
15.083	50.083	18.9	22.2
15.083	50.25	18.9	22.3
15.083	50.417	18.2	21.7
15.083	50.583	17.6	21
15.083	50.75	16.2	19.5
15.083	50.917	16.9	20.1
15.083	51.083	17.8	21
15.083	51.25	18.2	21.3
15.083	51.417	18.5	21.5
15.083	51.583	18.5	21.5
15.083	51.75	18.9	21.6
15.083	51.917	19.2	21.9
15.083	52.083	19.4	22.1
15.083	52.25	19.3	21.9
15.083	52.417	19.2	21.9
15.083	52.583	19.7	22.5
15.083	52.75	19.5	22.2
15.083	52.917	19.3	22
15.083	53.083	19	21.9
15.083	53.25	18.9	21.8
15.083	53.417	18.8	21.6
15.083	53.583	18.6	21.4
15.083	53.75	18.7	21.5
15.083	53.917	18.8	21.5
15.083	54.083	18.8	21.6
15.083	55.083	16.8	19.6
15.083	56.25	16.5	19.3
15.083	56.417	16.2	18.9
15.083	56.583	15.9	18.7
15.083	56.75	15.9	18.6
15.083	56.917	15.6	18.4
15.083	57.083	15.6	18.3
15.083	57.25	15.4	18.1
15.083	57.417	15.7	18.4
15.083	57.583	15.7	18.4
15.083	57.75	15.6	18.3
15.083	57.917	15.7	18.4
15.083	58.083	16.2	18.8
15.083	58.25	16.3	18.9
15.083	58.417	16.4	19
15.083	58.583	16.2	18.8
15.083	58.75	15.8	18.5
15.083	58.917	15.8	18.4
15.083	59.083	16	18.6
15.083	59.25	16.1	18.7
15.083	59.417	15.7	18.4
15.083	59.583	15.4	18.1
15.083	59.75	15.3	18.1
15.083	59.917	14.7	17.4
15.083	60.083	14.7	17.5
15.083	60.25	14.8	17.5
15.083	60.417	14.1	16.8
15.083	60.583	14.8	17.4
15.083	60.75	14.5	17
15.083	60.917	14.6	17.1
15.083	61.083	14.1	16.5
15.083	61.25	14.4	16.7
15.083	61.417	14.1	16.4
15.083	61.583	13.8	16
15.083	61.75	13.7	15.8
15.083	61.917	13.5	15.6
15.083	62.083	14.1	16.1
15.083	62.25	14.2	16.2
15.083	62.417	14.1	16.1
15.083	62.583	13.7	15.8
15.083	62.75	14	16.1
15.083	62.917	14.2	16.2
15.083	63.083	14.2	16.2
15.083	63.25	14.6	16.6
15.083	63.417	13.8	15.8
15.083	63.583	13.7	15.7
15.083	63.75	14.2	16.2
15.083	63.917	13.5	15.5
15.083	64.083	13.2	15.3
15.083	64.25	13.4	15.6
15.083	64.417	12.9	15
15.083	64.583	12.2	14.3
15.083	64.75	11.9	14.1
15.083	64.917	10.2	12.5
15.083	65.083	11	13.3
15.083	65.25	10.8	13.1
15.083	65.417	10.5	12.8
15.083	65.583	10.5	12.7
15.083	65.75	10.9	13.1
15.083	65.917	9.3	11.4
15.083	66.083	9.8	12
15.083	66.25	8.8	11
15.083	66.417	9.7	11.9
15.083	66.583	8.8	10.9
15.083	66.75	8.4	10.5
15.083	66.917	9.5	11.7
15.083	67.083	10.5	12.6
15.083	67.25	11.6	13.7
15.083	67.417	10.4	12.6
15.083	67.583	12.2	14.4
15.083	67.75	12.3	14.4
15.083	67.917	12.4	14.6
15.083	68.417	11.3	13.4
15.083	68.583	11.6	13.6
15.083	68.75	11.8	13.8
15.083	68.917	11.6	13.5
15.25	37.083	26.1	28.7
15.25	37.25	26.2	28.8
15.25	37.75	26	28.7
15.25	37.917	24.1	26.7
15.25	38.083	24.1	26.7
15.25	38.25	26.6	29.2
15.25	40.083	24.1	27.1
15.25	40.25	22.9	25.9
15.25	40.417	23.1	26.2
15.25	40.583	22.8	25.9
15.25	40.75	22.1	25.2
15.25	40.917	21.8	24.8
15.25	41.083	21.8	24.8
15.25	41.25	22.2	25.2
15.25	41.417	23.8	26.7
15.25	41.583	24.5	27.4
15.25	41.75	24.6	27.5
15.25	41.917	24.8	27.7
15.25	43.917	23.6	27.1
15.25	44.083	23.4	27.1
15.25	44.25	23.3	27.1
15.25	44.417	18.5	22.5
15.25	44.583	17.7	22
15.25	44.75	17.9	22.3
15.25	44.917	18.2	22.6
15.25	45.083	17.6	22.1
15.25	45.25	19.2	23.6
15.25	45.417	19.9	24.2
15.25	45.583	20.4	24.6
15.25	45.75	19	23.1
15.25	45.917	19.6	23.6
15.25	46.083	19	23.1
15.25	46.25	19.2	23.2
15.25	46.417	16.4	20.2
15.25	46.583	17.5	21.3
15.25	46.75	18.7	22.3
15.25	46.917	18.4	22
15.25	47.083	18.1	21.6
15.25	47.25	16.2	19.7
15.25	47.417	16.2	19.6
15.25	47.583	14	17.4
15.25	47.75	14.8	18.1
15.25	47.917	16.3	19.4
15.25	48.083	19	22
15.25	48.25	18.6	21.4
15.25	48.417	16.4	19.3
15.25	48.583	17.2	20.1
15.25	48.75	17.4	20.2
15.25	48.917	17.1	20.1
15.25	49.083	16.7	19.6
15.25	49.25	16.4	19.5
15.25	49.417	16.6	19.7
15.25	49.583	17.1	20.2
15.25	49.75	17.2	20.4
15.25	49.917	18.1	21.4
15.25	50.083	18.8	22.2
15.25	50.25	18.8	22.2
15.25	50.417	18.1	21.4
15.25	50.583	17.2	20.6
15.25	50.75	15.1	18.4
15.25	50.917	15.5	18.8
15.25	51.083	17.8	20.9
15.25	51.25	18.2	21.3
15.25	51.417	18.6	21.6
15.25	51.583	18.9	21.7
15.25	51.75	19	21.8
15.25	51.917	19.2	21.9
15.25	52.083	19.4	22.2
15.25	52.25	19.3	22.1
15.25	52.417	19.1	21.9
15.25	52.583	19.9	22.6
15.25	52.75	19.9	22.7
15.25	52.917	19.5	22.3
15.25	53.083	19.2	22
15.25	53.25	19.1	21.9
15.25	53.417	18.8	21.6
15.25	53.583	18.6	21.3
15.25	53.75	18.7	21.5
15.25	53.917	18.8	21.6
15.25	54.083	19.1	21.8
15.25	56.25	16.5	19.4
15.25	56.417	16.2	18.9
15.25	56.583	16	18.7
15.25	56.75	15.8	18.5
15.25	56.917	15.4	18.2
15.25	57.083	15.3	18.1
15.25	57.25	15.4	18.2
15.25	57.417	15.8	18.5
15.25	57.583	15.7	18.5
15.25	57.75	15.6	18.4
15.25	57.917	16	18.8
15.25	58.083	16.3	18.9
15.25	58.25	16.4	19
15.25	58.417	16.5	19.1
15.25	58.583	16.3	19
15.25	58.75	16	18.7
15.25	58.917	15.8	18.4
15.25	59.083	15.9	18.6
15.25	59.25	16.1	18.8
15.25	59.417	15.9	18.6
15.25	59.583	15.7	18.4
15.25	59.75	15	17.7
15.25	59.917	14.5	17.2
15.25	60.083	14.8	17.6
15.25	60.25	14.6	17.4
15.25	60.417	14.3	17
15.25	60.583	14.4	16.9
15.25	60.75	14.2	16.6
15.25	60.917	14.3	16.7
15.25	61.083	14.1	16.5
15.25	61.25	13.9	16.2
15.25	61.417	13.9	16.2
15.25	61.583	14.1	16.2
15.25	61.75	13.7	15.8
15.25	61.917	13.7	15.8
15.25	62.083	13.9	15.9
15.25	62.25	14	16
15.25	62.417	14.2	16.2
15.25	62.583	13.6	15.7
15.25	62.75	14.2	16.2
15.25	62.917	14.2	16.2
15.25	63.083	14.2	16.2
15.25	63.25	14.5	16.5
15.25	63.417	14.1	16.1
15.25	63.583	14.2	16.2
15.25	63.75	14.1	16.1
15.25	63.917	13.9	15.9
15.25	64.083	13.6	15.7
15.25	64.25	13.7	15.8
15.25	64.417	12.8	14.9
15.25	64.583	12.4	14.5
15.25	64.75	12.3	14.4
15.25	64.917	11.1	13.3
15.25	65.083	10.4	12.7
15.25	65.25	10.3	12.5
15.25	65.417	10.8	13
15.25	65.583	11.2	13.4
15.25	65.75	10.1	12.3
15.25	65.917	7.8	10
15.25	66.083	8.7	10.8
15.25	66.25	9.7	11.9
15.25	66.417	9.5	11.7
15.25	66.583	8.2	10.4
15.25	66.75	7.7	9.8
15.25	66.917	11	13.2
15.25	67.083	10.8	13
15.25	67.25	12.1	14.2
15.25	67.417	11.4	13.5
15.25	67.583	11.7	13.8
15.25	67.75	11.9	14.1
15.25	67.917	12.2	14.3
15.25	68.417	11.6	13.7
15.25	68.583	11.7	13.8
15.25	68.75	11.7	13.7
15.25	68.917	11.6	13.6
15.417	38.083	24.1	26.7
15.417	38.25	25.7	28.2
15.417	40.083	24	27.1
15.417	40.25	20.2	23.3
15.417	40.417	20.8	23.8
15.417	40.583	22.5	25.6
15.417	40.75	20.3	23.4
15.417	40.917	22.2	25.2
15.417	41.083	22.8	25.7
15.417	41.25	23.7	26.6
15.417	41.417	24.6	27.5
15.417	41.583	25	27.9
15.417	41.75	25	27.8
15.417	41.917	25.1	28
15.417	43.917	23.7	27.2
15.417	44.083	23.1	26.8
15.417	44.25	22.4	26.2
15.417	44.417	17.1	21.1
15.417	44.583	18.2	22.4
15.417	44.75	17.3	21.7
15.417	44.917	16.9	21.4
15.417	45.083	18.8	23.3
15.417	45.25	20.2	24.5
15.417	45.417	20.5	24.8
15.417	45.583	20.1	24.3
15.417	45.75	18.3	22.5
15.417	45.917	19.9	23.9
15.417	46.083	18.9	22.8
15.417	46.25	19.2	23.2
15.417	46.417	16.8	20.6
15.417	46.583	18	21.6
15.417	46.75	19.2	22.7
15.417	46.917	19.3	22.8
15.417	47.083	18.5	22
15.417	47.25	16.5	20
15.417	47.417	16	19.3
15.417	47.583	14.7	18.1
15.417	47.75	14.7	18
15.417	47.917	16.2	19.3
15.417	48.083	18.9	21.8
15.417	48.25	18.9	21.8
15.417	48.417	17.8	20.6
15.417	48.583	17.6	20.5
15.417	48.75	17.4	20.3
15.417	48.917	17.5	20.4
15.417	49.083	17.3	20.3
15.417	49.25	16.6	19.7
15.417	49.417	16.3	19.4
15.417	49.583	16.8	20
15.417	49.75	17.1	20.3
15.417	49.917	18.6	21.8
15.417	50.083	18.8	22
15.417	50.25	18.6	21.9
15.417	50.417	18	21.4
15.417	50.583	16.7	20
15.417	50.75	14.6	17.9
15.417	50.917	15.6	18.9
15.417	51.083	17.6	20.8
15.417	51.25	18.3	21.4
15.417	51.417	18.8	21.8
15.417	51.583	19	21.8
15.417	51.75	19.1	21.8
15.417	51.917	19.3	22
15.417	52.083	19.6	22.3
15.417	52.25	19.4	22.3
15.417	52.417	19.4	22.3
15.417	52.583	19.9	22.7
15.417	52.75	19.9	22.7
15.417	52.917	19.5	22.3
15.417	53.083	19.2	22.1
15.417	53.25	19.1	21.9
15.417	53.417	18.6	21.4
15.417	53.583	18.6	21.2
15.417	53.75	18.6	21.2
15.417	53.917	18.9	21.6
15.417	54.083	19.3	22.1
15.417	56.25	16.6	19.3
15.417	56.417	16.2	19
15.417	56.583	16	18.7
15.417	56.75	15.8	18.5
15.417	56.917	15.5	18.2
15.417	57.083	15.5	18.3
15.417	57.25	15.7	18.5
15.417	57.417	15.9	18.7
15.417	57.583	15.8	18.5
15.417	57.75	15.8	18.6
15.417	57.917	16	18.8
15.417	58.083	16.2	18.9
15.417	58.25	16.4	19
15.417	58.417	16.6	19.2
15.417	58.583	16.4	19.1
15.417	58.75	16.2	18.9
15.417	58.917	15.9	18.6
15.417	59.083	15.9	18.6
15.417	59.25	16	18.7
15.417	59.417	15.8	18.5
15.417	59.583	15.6	18.3
15.417	59.75	15.2	17.9
15.417	59.917	14.6	17.3
15.417	60.083	14.8	17.5
15.417	60.25	14.6	17.4
15.417	60.417	14.6	17.3
15.417	60.583	14.6	17.1
15.417	60.75	14.2	16.6
15.417	60.917	14	16.4
15.417	61.083	13.8	16.2
15.417	61.25	14	16.3
15.417	61.417	14.1	16.3
15.417	61.583	14.1	16.3
15.417	61.75	13.6	15.7
15.417	61.917	13.9	15.9
15.417	62.083	13.8	15.9
15.417	62.25	13.7	15.8
15.417	62.417	14.1	16.2
15.417	62.583	13.8	15.9
15.417	62.75	14.1	16.1
15.417	62.917	14.1	16.2
15.417	63.083	14	16
15.417	63.25	14.3	16.4
15.417	63.417	14.3	16.3
15.417	63.583	14.4	16.4
15.417	63.75	14.1	16.2
15.417	63.917	14.3	16.3
15.417	64.083	13.8	15.9
15.417	64.25	13.7	15.8
15.417	64.417	13	15.1
15.417	64.583	13	15.1
15.417	64.75	12.1	14.2
15.417	64.917	11.3	13.4
15.417	65.083	10	12.2
15.417	65.25	10.3	12.6
15.417	65.417	11.1	13.2
15.417	65.583	11.1	13.3
15.417	65.75	10.8	13
15.417	65.917	9.9	12.1
15.417	66.083	9.8	12
15.417	66.25	9.6	11.8
15.417	66.417	8.5	10.7
15.417	66.583	8.7	10.9
15.417	66.75	10.2	12.3
15.417	66.917	10.3	12.4
15.417	67.083	11.5	13.7
15.417	67.25	12.3	14.5
15.417	67.417	11.5	13.6
15.417	67.583	11.8	13.9
15.417	67.75	11.5	13.6
15.417	67.917	12.1	14.2
15.417	68.083	12.4	14.5
15.417	68.417	11.7	13.8
15.417	68.583	10.9	12.9
15.417	68.75	12.1	14.1
15.417	68.917	11.1	13.1
15.583	38.083	26.7	29.3
15.583	38.25	26.2	28.8
15.583	40.083	23.8	26.8
15.583	40.25	21.6	24.6
15.583	40.417	21.5	24.5
15.583	40.583	21.5	24.5
15.583	40.75	21.6	24.6
15.583	40.917	22.6	25.6
15.583	41.083	23.8	26.7
15.583	41.25	24.5	27.4
15.583	41.417	25.2	28
15.583	41.583	25.2	28.1
15.583	41.75	23.1	26
15.583	41.917	24.7	27.6
15.583	43.917	23.5	27
15.583	44.083	22.5	26.2
15.583	44.25	19.8	23.7
15.583	44.417	18	22.1
15.583	44.583	17.1	21.4
15.583	44.75	16.6	21.1
15.583	44.917	17.5	22
15.583	45.083	19.6	24.1
15.583	45.25	20.4	24.8
15.583	45.417	20.7	25
15.583	45.583	20.7	24.9
15.583	45.75	19	23.1
15.583	45.917	19.9	23.9
15.583	46.083	19.3	23.3
15.583	46.25	19.4	23.3
15.583	46.417	18.9	22.6
15.583	46.583	19.1	22.7
15.583	46.75	19.6	23.1
15.583	46.917	19.2	22.7
15.583	47.083	18.6	22
15.583	47.25	16.8	20.3
15.583	47.417	14.8	18.2
15.583	47.583	15.7	19.1
15.583	47.75	14.2	17.5
15.583	47.917	16.8	19.9
15.583	48.083	18.8	21.7
15.583	48.25	19.3	22.1
15.583	48.417	19.1	21.9
15.583	48.583	18.4	21.2
15.583	48.75	17.9	20.8
15.583	48.917	17.8	20.7
15.583	49.083	17.2	20.1
15.583	49.25	16.6	19.5
15.583	49.417	16.6	19.6
15.583	49.583	16.9	19.9
15.583	49.75	17.1	20.2
15.583	49.917	18	21.1
15.583	50.083	18.7	21.9
15.583	50.25	18.6	21.9
15.583	50.417	17.8	21
15.583	50.583	16.6	19.9
15.583	50.75	13.8	17.1
15.583	50.917	16.9	20.2
15.583	51.083	18	21.1
15.583	51.25	18.5	21.5
15.583	51.417	18.8	21.8
15.583	51.583	19	21.8
15.583	51.75	19.2	22
15.583	51.917	19.4	22.2
15.583	52.083	19.5	22.4
15.583	52.25	19.4	22.4
15.583	52.417	19.6	22.5
15.583	52.583	19.8	22.6
15.583	52.75	19.8	22.7
15.583	52.917	19.4	22.3
15.583	53.083	19.2	22
15.583	53.25	18.9	21.7
15.583	53.417	18.6	21.4
15.583	53.583	18.6	21.4
15.583	53.75	18.6	21.3
15.583	53.917	18.9	21.7
15.583	54.083	19.4	22.2
15.583	56.25	16.6	19.3
15.583	56.417	16.2	19
15.583	56.583	16.1	18.8
15.583	56.75	15.8	18.5
15.583	56.917	15.6	18.4
15.583	57.083	15.7	18.5
15.583	57.25	15.8	18.6
15.583	57.417	16	18.8
15.583	57.583	15.9	18.7
15.583	57.75	16	18.8
15.583	57.917	16.1	18.9
15.583	58.083	16.3	19.1
15.583	58.25	16.5	19.1
15.583	58.417	16.7	19.4
15.583	58.583	16.4	19.1
15.583	58.75	16.3	19
15.583	58.917	16	18.7
15.583	59.083	15.9	18.6
15.583	59.25	16	18.7
15.583	59.417	15.8	18.5
15.583	59.583	15.4	18.2
15.583	59.75	15.1	17.8
15.583	59.917	14.6	17.4
15.583	60.083	14.8	17.6
15.583	60.25	14.4	17.2
15.583	60.417	14.6	17.3
15.583	60.583	14.6	17.2
15.583	60.75	14.3	16.7
15.583	60.917	13.9	16.3
15.583	61.083	13.9	16.2
15.583	61.25	14	16.3
15.583	61.417	14.1	16.4
15.583	61.583	13.6	15.8
15.583	61.75	13.7	15.9
15.583	61.917	14	16.2
15.583	62.083	13.5	15.6
15.583	62.25	13.8	15.9
15.583	62.417	13.9	16
15.583	62.583	14.2	16.2
15.583	62.75	13.7	15.8
15.583	62.917	13.9	16
15.583	63.083	13.8	15.9
15.583	63.25	14.2	16.3
15.583	63.417	14.1	16.1
15.583	63.583	14.1	16.2
15.583	63.75	14.4	16.4
15.583	63.917	13.9	16
15.583	64.083	13.6	15.7
15.583	64.25	13.6	15.7
15.583	64.417	13.6	15.6
15.583	64.583	13	15.1
15.583	64.75	12.1	14.2
15.583	64.917	11.4	13.5
15.583	65.083	11.3	13.5
15.583	65.25	10.5	12.7
15.583	65.417	10.4	12.6
15.583	65.583	10.8	12.9
15.583	65.75	10.8	12.9
15.583	65.917	10.3	12.4
15.583	66.083	9.5	11.7
15.583	66.25	9.7	11.9
15.583	66.417	8.2	10.4
15.583	66.583	7.9	10.1
15.583	66.75	9.7	11.9
15.583	66.917	8.5	10.7
15.583	67.083	9.6	11.8
15.583	67.25	11.5	13.6
15.583	67.417	12	14.2
15.583	67.583	11.2	13.4
15.583	67.75	11	13.1
15.583	67.917	11.5	13.7
15.583	68.083	12.7	14.9
15.583	68.417	11.2	13.4
15.583	68.583	10.5	12.6
15.583	68.75	11.4	13.4
15.583	68.917	11.5	13.5
15.583	69.083	11.2	13.2
15.75	37.917	25.3	27.9
15.75	38.083	22.9	25.5
15.75	38.25	23.7	26.2
15.75	39.917	23.9	26.9
15.75	40.083	21.5	24.5
15.75	40.25	20.6	23.6
15.75	40.417	19.8	22.8
15.75	40.583	20.1	23
15.75	40.75	20.7	23.8
15.75	40.917	22.5	25.5
15.75	41.083	24.3	27.2
15.75	41.25	24.7	27.6
15.75	41.417	25.4	28.2
15.75	41.583	25.1	28
15.75	41.75	22.2	25.1
15.75	41.917	25	27.9
15.75	43.75	24.2	27.6
15.75	43.917	23.2	26.8
15.75	44.083	21.2	25
15.75	44.25	19.7	23.7
15.75	44.417	17.9	22.1
15.75	44.583	17.1	21.6
15.75	44.75	17	21.5
15.75	44.917	19.7	24.2
15.75	45.083	20.1	24.6
15.75	45.25	20.3	24.7
15.75	45.417	20.6	25
15.75	45.583	20.9	25.2
15.75	45.75	20.4	24.6
15.75	45.917	20.5	24.6
15.75	46.083	20.1	24.1
15.75	46.25	19.4	23.3
15.75	46.417	19.9	23.6
15.75	46.583	19.8	23.5
15.75	46.75	19.8	23.3
15.75	46.917	19.4	22.8
15.75	47.083	19.1	22.4
15.75	47.25	17.8	21.2
15.75	47.417	16.1	19.5
15.75	47.583	14.7	18
15.75	47.75	14.8	18.1
15.75	47.917	16.6	19.7
15.75	48.083	18.4	21.4
15.75	48.25	19.9	22.7
15.75	48.417	20	22.8
15.75	48.583	19	21.8
15.75	48.75	18.2	21.1
15.75	48.917	18	20.9
15.75	49.083	17.4	20.3
