"X"	"Y"	"maxTwarmest.baseline"	"maxTwarmest.2050"
-6.917	40.917	22.6	26.1
-6.917	41.083	22.9	26.3
-6.917	41.25	22.8	26.1
-6.917	41.417	21.9	25.3
-6.917	41.583	21.4	24.7
-6.917	41.75	20.5	23.7
-6.917	41.917	19.9	23.2
-6.917	42.083	17.1	20.3
-6.917	42.25	17.3	20.5
-6.917	42.417	19.9	23.2
-6.917	42.583	18.9	22.2
-6.917	42.75	17.1	20.4
-6.917	42.917	17.8	21.1
-6.917	43.083	18.1	21.3
-6.917	43.25	17.8	20.8
-6.917	43.417	17.6	20.1
-6.917	43.583	19	21.1
-6.917	52.25	15.5	17.5
-6.917	52.417	15.3	17.2
-6.917	52.583	15.2	17.1
-6.917	52.75	15.3	17.1
-6.917	52.917	15.4	17.2
-6.917	53.083	15.2	17
-6.917	53.25	15.2	17
-6.917	53.417	15.3	17
-6.917	53.583	15.2	16.8
-6.917	53.75	15.1	16.6
-6.917	53.917	14.6	16
-6.917	54.083	14.7	15.9
-6.917	54.25	14.9	15.9
-6.917	54.417	14.7	15.7
-6.917	54.583	14.2	15.1
-6.917	54.75	13.5	14.4
-6.917	54.917	13.8	14.7
-6.917	55.083	14	14.9
-6.917	57.75	12.9	13.7
-6.917	57.917	12.5	13.2
-6.917	58.083	12.6	13.4
-6.917	58.25	12.9	13.8
-6.917	61.583	10.5	11.5
-6.917	61.917	10.5	11.6
-6.917	62.083	10	11.1
-6.917	62.25	9.7	10.8
-6.75	37.083	25.6	28.5
-6.75	37.25	25.9	28.7
-6.75	37.417	25.9	28.7
-6.75	37.583	25.5	28.3
-6.75	37.75	25.4	28.2
-6.75	37.917	24.3	27
-6.75	38.083	24.9	27.6
-6.75	38.25	25.2	27.8
-6.75	38.417	24.8	27.4
-6.75	38.583	25.4	28
-6.75	38.75	26	29.1
-6.75	38.917	26.2	29.8
-6.75	39.083	26	29.7
-6.75	39.25	25.7	29.3
-6.75	39.417	25.6	29.3
-6.75	39.583	25.5	29.2
-6.75	39.75	25.5	29.3
-6.75	39.917	25.2	28.9
-6.75	40.083	24.7	28.4
-6.75	40.25	22.3	26
-6.75	40.417	22.3	25.9
-6.75	40.583	22.4	26
-6.75	40.75	22.4	25.9
-6.75	40.917	22.5	26
-6.75	41.083	22.8	26.1
-6.75	41.25	22.2	25.6
-6.75	41.417	22.5	25.8
-6.75	41.583	21.8	25.1
-6.75	41.75	21.5	24.8
-6.75	41.917	20.1	23.4
-6.75	42.083	17.7	20.9
-6.75	42.25	16	19.2
-6.75	42.417	19.5	22.7
-6.75	42.583	20.6	23.8
-6.75	42.75	18	21.3
-6.75	42.917	16.5	19.6
-6.75	43.083	17.1	20
-6.75	43.25	17.2	20
-6.75	43.417	18.1	20.5
-6.75	43.583	19	20.8
-6.75	52.25	15.5	17.6
-6.75	52.417	15.2	17.2
-6.75	52.583	14.4	16.4
-6.75	52.75	15.2	17.1
-6.75	52.917	15.1	16.9
-6.75	53.083	15	16.8
-6.75	53.25	15.3	17
-6.75	53.417	15.3	17
-6.75	53.583	15.4	16.9
-6.75	53.75	15.3	16.8
-6.75	53.917	15.2	16.5
-6.75	54.083	14.8	16.1
-6.75	54.25	14.8	15.8
-6.75	54.417	14.9	15.9
-6.75	54.583	14.7	15.6
-6.75	54.75	14.1	15
-6.75	54.917	13.6	14.5
-6.75	55.083	13.8	14.8
-6.75	57.417	13	13.7
-6.75	57.917	12.6	13.3
-6.75	58.083	12.8	13.6
-6.75	58.25	12.9	13.7
-6.75	61.417	10.8	11.9
-6.75	61.583	10.6	11.6
-6.75	61.75	10.6	11.7
-6.75	61.917	10.5	11.6
-6.75	62.083	10.5	11.6
-6.75	62.25	10.4	11.5
-6.583	37.083	25.9	28.8
-6.583	37.25	26	28.9
-6.583	37.417	26	28.9
-6.583	37.583	25.6	28.3
-6.583	37.75	25.1	27.9
-6.583	37.917	24.6	27.3
-6.583	38.083	24.4	27.2
-6.583	38.25	25.2	27.9
-6.583	38.417	25	27.8
-6.583	38.583	25.6	28.3
-6.583	38.75	26.1	29.1
-6.583	38.917	26.4	29.7
-6.583	39.083	26	29.5
-6.583	39.25	25.7	29.4
-6.583	39.417	25.8	29.5
-6.583	39.583	25.6	29.3
-6.583	39.75	25.6	29.5
-6.583	39.917	25.5	29.3
-6.583	40.083	25.1	28.9
-6.583	40.25	23	26.8
-6.583	40.417	22.3	25.9
-6.583	40.583	22.8	26.4
-6.583	40.75	22.3	25.8
-6.583	40.917	22.3	25.7
-6.583	41.083	22.1	25.4
-6.583	41.25	22.2	25.6
-6.583	41.417	22.2	25.5
-6.583	41.583	22.2	25.5
-6.583	41.75	21.7	24.9
-6.583	41.917	20.9	24.1
-6.583	42.083	19.5	22.7
-6.583	42.25	17.3	20.5
-6.583	42.417	18	21.2
-6.583	42.583	20.8	23.9
-6.583	42.75	18.8	22
-6.583	42.917	16.3	19.5
-6.583	43.083	17.5	20.5
-6.583	43.25	17.6	20.4
-6.583	43.417	17.9	20.1
-6.583	43.583	18.9	20.6
-6.583	52.25	15.4	17.4
-6.583	52.417	15.3	17.4
-6.583	52.583	15.2	17.2
-6.583	52.75	15	16.9
-6.583	52.917	14.6	16.5
-6.583	53.083	14.4	16.3
-6.583	53.25	15	16.9
-6.583	53.417	15.4	17.1
-6.583	53.583	15.3	16.9
-6.583	53.75	15.2	16.6
-6.583	53.917	15.4	16.7
-6.583	54.083	15	16.2
-6.583	54.25	14.5	15.5
-6.583	54.417	14.9	15.9
-6.583	54.583	14.8	15.7
-6.583	54.75	14.5	15.4
-6.583	54.917	14.4	15.3
-6.583	55.083	14.2	15.2
-6.583	55.25	13.9	14.9
-6.583	56.583	13.8	14.6
-6.583	57.417	13	13.7
-6.583	57.583	13.1	13.8
-6.583	57.917	12.6	13.4
-6.583	58.083	13	13.8
-6.583	58.25	12.7	13.5
-6.583	62.25	10.2	11.3
-6.417	36.75	25.4	28.6
-6.417	36.917	25.9	29
-6.417	37.083	26.1	29.2
-6.417	37.25	26.3	29.3
-6.417	37.417	26.3	29.2
-6.417	37.583	25.6	28.4
-6.417	37.75	25.2	28
-6.417	37.917	25.2	27.9
-6.417	38.083	24.5	27.2
-6.417	38.25	25.2	28
-6.417	38.417	25.2	27.9
-6.417	38.583	25.8	28.4
-6.417	38.75	26.1	29
-6.417	38.917	26.5	29.6
-6.417	39.083	26.2	29.5
-6.417	39.25	25.8	29.2
-6.417	39.417	25.9	29.5
-6.417	39.583	25.9	29.7
-6.417	39.75	25.6	29.5
-6.417	39.917	25.5	29.5
-6.417	40.083	24.9	28.7
-6.417	40.25	23.6	27.4
-6.417	40.417	21.9	25.6
-6.417	40.583	22.2	25.9
-6.417	40.75	22.3	25.7
-6.417	40.917	22.1	25.5
-6.417	41.083	21.9	25.3
-6.417	41.25	22.2	25.4
-6.417	41.417	22.1	25.3
-6.417	41.583	21.7	24.9
-6.417	41.75	21.3	24.4
-6.417	41.917	20.7	23.8
-6.417	42.083	19.7	22.9
-6.417	42.25	17.5	20.6
-6.417	42.417	17.1	20.2
-6.417	42.583	19.5	22.6
-6.417	42.75	17.3	20.4
-6.417	42.917	16	19
-6.417	43.083	16.1	19.2
-6.417	43.25	18.1	20.8
-6.417	43.417	17.9	20.3
-6.417	43.583	18.7	20.6
-6.417	52.25	15.5	17.6
-6.417	52.417	15.4	17.5
-6.417	52.583	15.2	17.2
-6.417	52.75	14.8	16.8
-6.417	52.917	13.8	15.8
-6.417	53.083	13.3	15.2
-6.417	53.25	14.4	16.2
-6.417	53.417	15.5	17.1
-6.417	53.583	15.3	16.9
-6.417	53.75	15.3	16.7
-6.417	53.917	15.5	16.8
-6.417	54.083	14.9	16.2
-6.417	54.25	15	16
-6.417	54.417	15	15.9
-6.417	54.75	14.6	15.4
-6.417	54.917	14	14.9
-6.417	55.083	13.9	14.8
-6.417	55.25	13.7	14.7
-6.417	55.75	13.8	14.8
-6.417	57.25	13.1	13.8
-6.417	57.417	13.2	14
-6.417	57.583	13.2	14
-6.417	58.083	13.2	14
-6.417	58.25	12.8	13.6
-6.417	58.417	12.7	13.6
-6.417	62.25	10.3	11.4
-6.25	36.417	24.7	27.6
-6.25	36.583	25.1	28.2
-6.25	36.75	25.5	28.9
-6.25	36.917	26	29.3
-6.25	37.083	26.4	29.6
-6.25	37.25	26.6	29.8
-6.25	37.417	26.7	29.7
-6.25	37.583	26.2	29.2
-6.25	37.75	25.8	28.8
-6.25	37.917	25.2	28.1
-6.25	38.083	24.6	27.3
-6.25	38.25	25.1	27.8
-6.25	38.417	25.3	28.1
-6.25	38.583	25.9	28.7
-6.25	38.75	26.3	29.1
-6.25	38.917	26.5	29.4
-6.25	39.083	26.1	29.2
-6.25	39.25	25.7	28.9
-6.25	39.417	25.9	29.3
-6.25	39.583	25.9	29.6
-6.25	39.75	25.6	29.6
-6.25	39.917	25.3	29.2
-6.25	40.083	25.2	29.1
-6.25	40.25	24.2	28.1
-6.25	40.417	22.1	26
-6.25	40.583	21.4	25
-6.25	40.75	22.1	25.7
-6.25	40.917	22.1	25.4
-6.25	41.083	21.8	25
-6.25	41.25	22	25.1
-6.25	41.417	22	25.1
-6.25	41.583	21.7	24.7
-6.25	41.75	21.4	24.4
-6.25	41.917	20.8	23.9
-6.25	42.083	20.6	23.6
-6.25	42.25	18.9	22
-6.25	42.417	18.9	22
-6.25	42.583	18.5	21.5
-6.25	42.75	16.7	19.8
-6.25	42.917	15.6	18.7
-6.25	43.083	15.9	18.9
-6.25	43.25	17.7	20.6
-6.25	43.417	18.2	20.6
-6.25	43.583	18.5	20.5
-6.25	52.583	15.5	17.6
-6.25	52.75	15	17.1
-6.25	52.917	14.7	16.8
-6.25	53.083	13.9	15.9
-6.25	53.25	14.7	16.5
-6.25	53.417	15.8	17.4
-6.25	53.583	15.4	17
-6.25	53.75	15.5	17
-6.25	54.083	14.5	15.7
-6.25	54.25	14.8	15.9
-6.25	54.417	15	15.9
-6.25	54.583	14.9	15.8
-6.25	54.75	14.5	15.4
-6.25	54.917	13.8	14.7
-6.25	55.083	12.9	13.9
-6.25	55.25	13.7	14.7
-6.25	55.583	13.8	14.8
-6.25	55.75	13.7	14.7
-6.25	55.917	13.4	14.5
-6.25	56.25	13.8	14.8
-6.25	56.583	13.5	14.4
-6.25	57.25	12.7	13.4
-6.25	57.417	13	13.8
-6.25	57.583	12.6	13.3
-6.25	58.25	13	13.9
-6.25	58.417	12.7	13.6
-6.083	36.25	24.2	26.8
-6.083	36.417	24.6	27.5
-6.083	36.583	25.1	28.2
-6.083	36.75	25.5	28.9
-6.083	36.917	26.1	29.6
-6.083	37.083	26.5	29.9
-6.083	37.25	26.9	30.2
-6.083	37.417	26.9	30.1
-6.083	37.583	26.7	29.9
-6.083	37.75	25.9	29.1
-6.083	37.917	25.2	28.3
-6.083	38.083	25.4	28.4
-6.083	38.25	25.1	28
-6.083	38.417	25.7	28.6
-6.083	38.583	25.8	28.7
-6.083	38.75	26.1	29
-6.083	38.917	26.6	29.6
-6.083	39.083	26.3	29.4
-6.083	39.25	25.5	28.6
-6.083	39.417	25.9	29.2
-6.083	39.583	26	29.5
-6.083	39.75	25.8	29.5
-6.083	39.917	25.2	29.1
-6.083	40.083	24.8	28.8
-6.083	40.25	24.6	28.4
-6.083	40.417	23	26.9
-6.083	40.583	21.3	24.9
-6.083	40.75	21.8	25.3
-6.083	40.917	21.9	25.1
-6.083	41.083	21.9	24.9
-6.083	41.25	21.7	24.7
-6.083	41.417	21.8	24.7
-6.083	41.583	21.7	24.7
-6.083	41.75	21.3	24.2
-6.083	41.917	21.1	24
-6.083	42.083	20.9	23.9
-6.083	42.25	20.4	23.4
-6.083	42.417	20.1	23
-6.083	42.583	19.2	22.1
-6.083	42.75	17.2	20.1
-6.083	42.917	15.4	18.3
-6.083	43.083	15.6	18.5
-6.083	43.25	18	20.7
-6.083	43.417	18.9	21.5
-6.083	43.583	18.7	21
-6.083	52.917	15.2	17.3
-6.083	53.083	15.1	17.1
-6.083	53.25	15.4	17.4
-6.083	54.083	14.3	15.4
-6.083	54.25	14.3	15.4
-6.083	54.417	14.4	15.5
-6.083	54.583	14.3	15.2
-6.083	54.75	14.1	15.1
-6.083	54.917	13.2	14.2
-6.083	55.083	13.1	14.1
-6.083	55.75	13.2	14.3
-6.083	55.917	13.2	14.3
-6.083	56.417	13.3	14.3
-6.083	56.583	13.2	14.2
-6.083	56.75	13.4	14.3
-6.083	57.25	13.1	13.8
-6.083	57.417	13.3	14.1
-5.917	36.25	24.1	26.6
-5.917	36.417	24.4	27.1
-5.917	36.583	24.8	27.9
-5.917	36.75	25.3	28.5
-5.917	36.917	25.8	29.3
-5.917	37.083	26.5	30.1
-5.917	37.25	26.9	30.4
-5.917	37.417	27.2	30.7
-5.917	37.583	27.1	30.5
-5.917	37.75	26.6	30
-5.917	37.917	25.8	29.1
-5.917	38.083	25.4	28.6
-5.917	38.25	25.2	28.4
-5.917	38.417	25.5	28.6
-5.917	38.583	25.6	28.7
-5.917	38.75	26	29.1
-5.917	38.917	26.6	29.7
-5.917	39.083	26.6	29.7
-5.917	39.25	26	29.1
-5.917	39.417	25.6	28.9
-5.917	39.583	25.8	29.1
-5.917	39.75	25.7	29.1
-5.917	39.917	25.7	29.3
-5.917	40.083	23.8	27.5
-5.917	40.25	22.4	26.4
-5.917	40.417	22.7	26.6
-5.917	40.583	21.5	25.2
-5.917	40.75	21.4	24.8
-5.917	40.917	21.8	25
-5.917	41.083	21.8	24.7
-5.917	41.25	21.5	24.2
-5.917	41.417	21.9	24.6
-5.917	41.583	21.9	24.6
-5.917	41.75	21.6	24.4
-5.917	41.917	21.4	24.2
-5.917	42.083	21.1	24
-5.917	42.25	20.8	23.7
-5.917	42.417	20.3	23.2
-5.917	42.583	19.4	22.3
-5.917	42.75	17.9	20.9
-5.917	42.917	15.9	18.8
-5.917	43.083	16.6	19.5
-5.917	43.25	18.2	20.9
-5.917	43.417	18.9	21.6
-5.917	43.583	19.1	21.2
-5.917	54.083	14.3	15.5
-5.917	54.25	14.3	15.4
-5.917	54.417	14.5	15.6
-5.917	54.583	14.8	15.8
-5.917	54.75	14	15
-5.917	54.917	13.6	14.7
-5.917	55.917	13.4	14.6
-5.917	56.083	13.1	14.3
-5.917	56.417	13.3	14.3
-5.917	56.583	13.2	14.2
-5.917	56.75	13.2	14.3
-5.917	57.083	13.4	14.4
-5.917	57.25	13.4	14.3
-5.75	36.083	23.4	25.7
-5.75	36.25	23.9	26.3
-5.75	36.417	24.2	27
-5.75	36.583	24.4	27.3
-5.75	36.75	25.1	28.2
-5.75	36.917	25.6	28.9
-5.75	37.083	26.2	29.9
-5.75	37.25	26.7	30.5
-5.75	37.417	26.8	30.5
-5.75	37.583	27.2	30.9
-5.75	37.75	26.5	30.1
-5.75	37.917	25.4	28.9
-5.75	38.083	25.1	28.5
-5.75	38.25	25.4	28.9
-5.75	38.417	25.4	28.8
-5.75	38.583	25.7	29
-5.75	38.75	26	29.2
-5.75	38.917	26.5	29.7
-5.75	39.083	26.6	29.8
-5.75	39.25	26.1	29.3
-5.75	39.417	24.9	28.2
-5.75	39.583	25.4	28.6
-5.75	39.75	25.5	28.8
-5.75	39.917	25.9	29.3
-5.75	40.083	23.5	27.2
-5.75	40.25	19.9	23.8
-5.75	40.417	21.1	24.9
-5.75	40.583	21.5	25.1
-5.75	40.75	21.2	24.5
-5.75	40.917	21.6	24.6
-5.75	41.083	21.6	24.5
-5.75	41.25	21.4	24.1
-5.75	41.417	22	24.8
-5.75	41.583	22	24.8
-5.75	41.75	21.8	24.6
-5.75	41.917	21.6	24.4
-5.75	42.083	21.3	24.1
-5.75	42.25	20.9	23.7
-5.75	42.417	20.4	23.2
-5.75	42.583	19.6	22.5
-5.75	42.75	18.1	20.9
-5.75	42.917	16	18.9
-5.75	43.083	17.5	20.4
-5.75	43.25	18.8	21.6
-5.75	43.417	19.2	21.6
-5.75	43.583	19.4	21.1
-5.75	54.25	15	16.2
-5.75	54.417	15	16.2
-5.75	54.583	14.9	16.1
-5.75	54.75	14.7	15.9
-5.75	55.417	13.5	14.8
-5.75	56.083	13.5	14.7
-5.75	56.417	13.1	14.3
-5.75	56.583	13	14.1
-5.75	56.75	13.2	14.3
-5.75	56.917	13.1	14.2
-5.75	57.083	13.3	14.4
-5.75	57.25	13.2	14.2
-5.75	57.417	12.4	13.4
-5.75	57.583	13.3	14.2
-5.75	57.75	13.5	14.4
-5.583	36.083	23	25.5
-5.583	36.25	23.4	26
-5.583	36.417	23.6	26.4
-5.583	36.583	23.7	26.7
-5.583	36.75	24.6	27.8
-5.583	36.917	25.2	28.7
-5.583	37.083	25.9	29.6
-5.583	37.25	26.5	30.4
-5.583	37.417	26.8	30.8
-5.583	37.583	27.1	30.9
-5.583	37.75	26.3	30.1
-5.583	37.917	25.1	28.8
-5.583	38.083	25.5	29.2
-5.583	38.25	25.6	29.2
-5.583	38.417	25.4	29
-5.583	38.583	25.4	29
-5.583	38.75	26.1	29.6
-5.583	38.917	26.4	29.8
-5.583	39.083	26.4	29.8
-5.583	39.25	26.1	29.4
-5.583	39.417	24.6	27.9
-5.583	39.583	24.9	28.2
-5.583	39.75	25.4	28.7
-5.583	39.917	25.8	29.2
-5.583	40.083	24.5	28.1
-5.583	40.25	19	22.8
-5.583	40.417	20.9	24.6
-5.583	40.583	21.5	24.9
-5.583	40.75	21.4	24.6
-5.583	40.917	21.5	24.5
-5.583	41.083	21.4	24.3
-5.583	41.25	21.3	24
-5.583	41.417	21.9	24.6
-5.583	41.583	21.9	24.7
-5.583	41.75	21.9	24.6
-5.583	41.917	21.6	24.4
-5.583	42.083	21.2	24
-5.583	42.25	20.9	23.6
-5.583	42.417	20.5	23.3
-5.583	42.583	19.9	22.8
-5.583	42.75	18.6	21.4
-5.583	42.917	16.3	19.2
-5.583	43.083	16.6	19.5
-5.583	43.25	18.4	21.1
-5.583	43.417	19	21.1
-5.583	43.583	19.4	21.1
-5.583	50.083	15.8	17.9
-5.583	54.25	15.1	16.4
-5.583	54.417	15.1	16.4
-5.583	54.583	15.1	16.4
-5.583	55.417	13.9	15.2
-5.583	55.583	13.3	14.6
-5.583	55.75	13.8	15.1
-5.583	55.917	13.2	14.5
-5.583	56.083	13.8	15
-5.583	56.25	13.9	15.1
-5.583	56.583	12.8	14
-5.583	56.75	12.9	14
-5.583	56.917	12.6	13.8
-5.583	57.083	12.3	13.4
-5.583	57.25	13.1	14.3
-5.583	57.417	13	14.2
-5.583	57.583	12.3	13.5
-5.583	57.75	13.4	14.6
-5.583	57.917	13.7	14.9
-5.417	36.083	23.8	26.5
-5.417	36.25	24	26.8
-5.417	36.417	24.1	27.1
-5.417	36.583	23.2	26.2
-5.417	36.75	22.9	26.2
-5.417	36.917	24.6	28.1
-5.417	37.083	25.3	29.1
-5.417	37.25	26.2	30.2
-5.417	37.417	26.6	30.6
-5.417	37.583	26.9	30.9
-5.417	37.75	26.8	30.7
-5.417	37.917	25.9	29.8
-5.417	38.083	25.9	29.7
-5.417	38.25	25.3	29.1
-5.417	38.417	25.4	29.2
-5.417	38.583	25.7	29.5
-5.417	38.75	25.9	29.6
-5.417	38.917	26.3	29.9
-5.417	39.083	26.3	29.9
-5.417	39.25	25.9	29.4
-5.417	39.417	24.1	27.5
-5.417	39.583	23.9	27.3
-5.417	39.75	25.3	28.7
-5.417	39.917	25.8	29.2
-5.417	40.083	25.2	28.8
-5.417	40.25	19.5	23.2
-5.417	40.417	20.6	24.1
-5.417	40.583	20.9	24.2
-5.417	40.75	21.5	24.6
-5.417	40.917	21.5	24.5
-5.417	41.083	21.3	24.2
-5.417	41.25	21.6	24.4
-5.417	41.417	21.9	24.6
-5.417	41.583	21.7	24.5
-5.417	41.75	21.6	24.3
-5.417	41.917	21.5	24.2
-5.417	42.083	21	23.8
-5.417	42.25	20.5	23.3
-5.417	42.417	20.3	23.1
-5.417	42.583	19.7	22.5
-5.417	42.75	18.4	21.2
-5.417	42.917	16	18.9
-5.417	43.083	15.4	18.3
-5.417	43.25	18.2	20.7
-5.417	43.417	19.3	21.4
-5.417	43.583	19.5	21
-5.417	50.083	16.2	18.2
-5.417	50.25	16.2	18.2
-5.417	55.583	13.7	15
-5.417	55.75	13.6	15
-5.417	55.917	13.6	14.9
-5.417	56.083	13.7	15
-5.417	56.25	13.3	14.6
-5.417	56.417	13.7	14.9
-5.417	56.583	13.6	14.8
-5.417	56.75	12.4	13.6
-5.417	56.917	12.4	13.6
-5.417	57.083	11.9	13.2
-5.417	57.25	12.5	13.8
-5.417	57.417	12.7	14.1
-5.417	57.583	12.3	13.6
-5.417	57.75	12.3	13.8
-5.417	57.917	13.5	14.9
-5.417	58.083	13.7	15.1
-5.25	36.25	24.4	27.5
-5.25	36.417	23.9	27.1
-5.25	36.583	23	26.4
-5.25	36.75	22.9	26.4
-5.25	36.917	24	27.7
-5.25	37.083	24.9	28.7
-5.25	37.25	26.1	30.1
-5.25	37.417	26.4	30.6
-5.25	37.583	26.8	30.9
-5.25	37.75	27	31.2
-5.25	37.917	26.4	30.5
-5.25	38.083	25.7	29.7
-5.25	38.25	25.4	29.3
-5.25	38.417	25.5	29.4
-5.25	38.583	26	29.9
-5.25	38.75	25.7	29.6
-5.25	38.917	26.2	29.9
-5.25	39.083	26.1	29.8
-5.25	39.25	25.8	29.5
-5.25	39.417	25.1	28.6
-5.25	39.583	24.1	27.6
-5.25	39.75	25.4	28.8
-5.25	39.917	25.6	29.1
-5.25	40.083	25.6	29
-5.25	40.25	19	22.6
-5.25	40.417	18.9	22.3
-5.25	40.583	20.2	23.6
-5.25	40.75	21.3	24.5
-5.25	40.917	21.4	24.6
-5.25	41.083	21.6	24.5
-5.25	41.25	21.7	24.5
-5.25	41.417	21.9	24.7
-5.25	41.583	21.7	24.4
-5.25	41.75	21.5	24.2
-5.25	41.917	21.4	24.1
-5.25	42.083	20.9	23.7
-5.25	42.25	20.5	23.3
-5.25	42.417	19.9	22.7
-5.25	42.583	19.3	22.1
-5.25	42.75	18.2	21
-5.25	42.917	16.6	19.4
-5.25	43.083	15.8	18.6
-5.25	43.25	17.7	20.2
-5.25	43.417	19.4	21.4
-5.25	50.083	15.9	18
-5.25	50.25	15.8	17.9
-5.25	51.917	15.8	18.1
-5.25	55.417	13.8	15.3
-5.25	55.583	13.1	14.6
-5.25	55.75	13.6	15
-5.25	55.917	13.8	15.2
-5.25	56.083	13.4	14.9
-5.25	56.25	13.1	14.4
-5.25	56.417	13.3	14.6
-5.25	56.583	12.7	13.9
-5.25	56.75	13	14.3
-5.25	56.917	12.6	14
-5.25	57.083	11.9	13.3
-5.25	57.25	11.4	12.9
-5.25	57.417	11.8	13.3
-5.25	57.583	12.5	14
-5.25	57.75	11.8	13.4
-5.25	57.917	12.9	14.5
-5.25	58.083	13.1	14.8
-5.25	58.25	13.1	14.8
-5.083	36.417	24.6	28
-5.083	36.583	22.8	26.4
-5.083	36.75	22.4	26.1
-5.083	36.917	23.5	27.3
-5.083	37.083	24.7	28.6
-5.083	37.25	25.8	29.9
-5.083	37.417	26.4	30.6
-5.083	37.583	26.7	30.9
-5.083	37.75	26.9	31.2
-5.083	37.917	26.3	30.5
-5.083	38.083	25.3	29.4
-5.083	38.25	25.3	29.3
-5.083	38.417	25.6	29.6
-5.083	38.583	26	29.9
-5.083	38.75	26.1	30
-5.083	38.917	25.8	29.7
-5.083	39.083	25.9	29.7
-5.083	39.25	26	29.7
-5.083	39.417	25.4	29
-5.083	39.583	24.7	28.2
-5.083	39.75	25.5	28.9
-5.083	39.917	25.6	29.1
-5.083	40.083	25.3	28.8
-5.083	40.25	21.6	25.1
-5.083	40.417	18.7	22.2
-5.083	40.583	19.4	22.8
-5.083	40.75	20.7	24
-5.083	40.917	21.4	24.6
-5.083	41.083	21.8	24.7
-5.083	41.25	21.9	24.8
-5.083	41.417	22	24.8
-5.083	41.583	21.6	24.3
-5.083	41.75	21.1	23.8
-5.083	41.917	21.1	23.8
-5.083	42.083	20.8	23.5
-5.083	42.25	20.5	23.2
-5.083	42.417	19.9	22.6
-5.083	42.583	19.1	21.8
-5.083	42.75	18	20.8
-5.083	42.917	16.3	19.2
-5.083	43.083	15.9	18.6
-5.083	43.25	17.9	20.4
-5.083	43.417	19.7	21.8
-5.083	50.083	16.2	18.3
-5.083	50.25	16.2	18.3
-5.083	50.417	16.2	18.3
-5.083	51.75	16	18.3
-5.083	51.917	15.6	17.8
-5.083	54.917	14.3	15.8
-5.083	55.583	14.2	15.8
-5.083	55.75	14.6	16.1
-5.083	55.917	13.7	15.2
-5.083	56.083	13.1	14.6
-5.083	56.25	13.1	14.5
-5.083	56.417	12.9	14.3
-5.083	56.583	12.3	13.7
-5.083	56.75	12.6	14
-5.083	56.917	13	14.5
-5.083	57.083	12.4	14
-5.083	57.25	11.1	12.7
-5.083	57.417	11.5	13.2
-5.083	57.583	12.2	13.9
-5.083	57.75	12	13.8
-5.083	57.917	12.7	14.5
-5.083	58.083	12.4	14.2
-5.083	58.25	12.7	14.5
-5.083	58.417	12.9	14.7
-4.917	36.583	23.8	27.5
-4.917	36.75	23.1	27
-4.917	36.917	24.1	28.2
-4.917	37.083	24.7	28.9
-4.917	37.25	25.3	29.5
-4.917	37.417	26.3	30.6
-4.917	37.583	26.5	30.8
-4.917	37.75	26.9	31.1
-4.917	37.917	26.5	30.7
-4.917	38.083	25.8	29.9
-4.917	38.25	25.5	29.6
-4.917	38.417	25.6	29.6
-4.917	38.583	26	29.9
-4.917	38.75	26.1	30
-4.917	38.917	25.7	29.6
-4.917	39.083	25.6	29.4
-4.917	39.25	25.4	29.2
-4.917	39.417	25.5	29.2
-4.917	39.583	24.1	27.8
-4.917	39.75	25.1	28.6
-4.917	39.917	25.5	29
-4.917	40.083	25.1	28.6
-4.917	40.25	22.3	25.8
-4.917	40.417	19.4	22.9
-4.917	40.583	20.2	23.6
-4.917	40.75	20.8	24.1
-4.917	40.917	21.6	24.8
-4.917	41.083	21.9	25
-4.917	41.25	22.1	25
-4.917	41.417	21.9	24.7
-4.917	41.583	21.5	24.2
-4.917	41.75	20.8	23.5
-4.917	41.917	20.9	23.6
-4.917	42.083	20.8	23.4
-4.917	42.25	20.2	23
-4.917	42.417	19.5	22.3
-4.917	42.583	18.6	21.4
-4.917	42.75	17.7	20.5
-4.917	42.917	16.1	18.8
-4.917	43.083	14.9	17.5
-4.917	43.25	16	18.6
-4.917	43.417	19.3	21.6
-4.917	50.25	16.2	18.4
-4.917	50.417	15.9	18
-4.917	50.583	16.2	18.3
-4.917	51.583	16.1	18.4
-4.917	51.75	15.9	18.2
-4.917	51.917	15.4	17.7
-4.917	54.75	14.5	16.1
-4.917	54.917	14.1	15.7
-4.917	55.083	13.6	15.2
-4.917	55.75	14.6	16.1
-4.917	55.917	14	15.5
-4.917	56.083	13.3	14.8
-4.917	56.25	12.6	14.1
-4.917	56.417	12.5	14
-4.917	56.583	11.8	13.4
-4.917	56.75	11.4	13
-4.917	56.917	12.9	14.6
-4.917	57.083	12.5	14.2
-4.917	57.25	12.2	13.9
-4.917	57.417	11.6	13.4
-4.917	57.583	12.5	14.3
-4.917	57.75	11.2	13.1
-4.917	57.917	12.1	14.1
-4.917	58.083	12.1	14
-4.917	58.25	11.9	13.8
-4.917	58.417	12.1	13.9
-4.917	58.583	12.2	14
-4.75	36.583	24.5	28.3
-4.75	36.75	24.9	29
-4.75	36.917	24.5	28.7
-4.75	37.083	25	29.2
-4.75	37.25	25.4	29.7
-4.75	37.417	26.2	30.6
-4.75	37.583	26.5	30.8
-4.75	37.75	26.8	31.1
-4.75	37.917	26.9	31.1
-4.75	38.083	26.3	30.4
-4.75	38.25	25.7	29.8
-4.75	38.417	25.6	29.7
