date,state,county,locality,habitat,latitude,longitude,masl,subfamily,ant.genus,ant.species,code,collection,collector
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Myrmecina,americana,myrame1,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Stenamma,impar,steimp,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Formicinae,Camponotus,novaeboracensis,camnov,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Formica,neogagates,forneo1,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Myrmecina,americana,myrame1,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,new london,Selden Neck,CT hemlock transect plot,41.4,-72.4,64,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Myrmecina,americana,myrame1,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Formicinae,Lasius,nearcticus,lasnea,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Camponotus,novaeboracensis,camnov,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Burnham Brook,CT hemlock transect plot,41.46,-72.33,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
7/29/2004,connecticut,middlesex,Devil's Hopyard,CT hemlock transect plot,41.47,-72.34,72,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Myrmecina,americana,myrame1,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Formicinae,Lasius,nearcticus,lasnea,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Stenamma,impar,steimp,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,new london,Salmon River,CT hemlock transect plot,41.56,-72.44,187,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,tolland,Ash Brook,CT hemlock transect plot,41.72,-72.4,174,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Formica,subsericea,forsub3,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Formicinae,Camponotus,pennsylvanicus,campen,HFR,AMEllison/DDiaz
8/4/2004,connecticut,middlesex,Sunrise,CT hemlock transect plot,41.5,-72.48,128,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
8/10/2004,connecticut,tolland,Willington Hill,CT hemlock transect plot,41.87,-72.25,178,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,AMEllison/DDiaz
8/10/2004,connecticut,tolland,Crooked Road,CT hemlock transect plot,41.98,-72.27,228,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,AMEllison/DDiaz
