date,state,county,locality,habitat,latitude,longitude,masl,subfamily,ant.genus,ant.species,code,collection,collector
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Crematogaster,lineolata,crelin,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Crematogaster,lineolata,crelin,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Crematogaster,lineolata,crelin,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Crematogaster,lineolata,crelin,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Crematogaster,lineolata,crelin,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Myrmicinae,Crematogaster,lineolata,crelin,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Dolichoderinae,Dolichoderus,plagiatus,dolpla,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,aserva,forase,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,aserva,forase,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,[on trail],NA,NA,NA,Formicinae,Formica ,incerta,forinc,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,lasioides,forlas,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,neogagates,forneo1,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Formica ,neogagates,forneo1,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Formica ,neogagates,forneo1,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,subaenescens,forsub1,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,subaenescens,forsub1,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,subaenescens,forsub1,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Shrub Swamp,41.67,-70.48,22,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Lasius,americanus,lasame,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Lasius,brevicornis,lasbre,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Lasius,brevicornis,lasbre,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Lasius,neoniger,lasneo,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Lasius,neoniger,lasneo,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Formicinae,Lasius,neoniger,lasneo,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Formicinae,Lasius,neoniger,lasneo,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Monomorium,emarginatum,monema,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Myrmicinae,Monomorium,emarginatum,monema,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Myrmecina,americana,myrame1,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Myrmica,punctiventris,myrpun,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Formicinae,Nylanderia,parvula,nylpar,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Solenopsis,molesta,solmol,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Myrmicinae,Stenamma,impar,steimp,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Dolichoderinae,Tapinoma,sessile,tapses,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Dolichoderinae,Tapinoma,sessile,tapses,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Dolichoderinae,Tapinoma,sessile,tapses,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Myrmicinae,Temnothorax,americanus,temame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Temnothorax,americanus,temame,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Temnothorax,americanus,temame,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,ambiguus,temamb,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Successional Shrubland/Heathland,41.88,-70,16,Myrmicinae,Temnothorax,ambiguus,temamb,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Temnothorax,ambiguus,temamb,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Temnothorax,ambiguus,temamb,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,[in gall on trail],NA,NA,NA,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Northern Hardwood Forest,41.67,-70.49,39,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Lowell Holly,Coastal Oak/Pitch Pine/Holly Forest,41.66,-70.48,29,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Sandplain Grassland,41.88,-70,13,Myrmicinae,Temnothorax,texanus,temtex,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (sand/grass boundary),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/25/2007,massachusetts,barnstable,Wellfleet Bay,Maritime Beach/Dune (beach grass),41.88,-70,8,Myrmicinae,Tetramorium,immigrans,tetimm,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Stream Shoreline,41.81,-70.99,22,Myrmicinae,Aphaenogaster ,fulva,aphful,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Myrmicinae,Aphaenogaster ,picea,aphpic,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,rudis,aphrud,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,indet,aphrud,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Myrmicinae,Aphaenogaster ,indet,aphrud,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Formicinae,Camponotus ,nearcticus,camnea,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Atlantic White Cedar Bog,41.81,-70.99,29,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Red Maple Swamp,41.81,-70.99,61,Formicinae,Camponotus ,pennsylvanicus,campen,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Formicinae,Formica ,neogagates,forneo1,HFR,MAants
7/26/2007,massachusetts,plymouth,Assonet Cedar Swamp,Stream Shoreline,41.81,-70.99,22,Formicinae,Formica ,subaenescens,forsub1,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Coastal Oak Forest,41.52,-71.03,22,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (sand),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (sand),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (sand/grass boundary),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (sand/grass boundary),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (sand/grass boundary),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (sand/grass boundary),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (beach grass),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
7/26/2007,massachusetts,bristol,Allens Pond,Maritime Beach/Dune (beach grass),41.51,-71.01,6,Formicinae,Formica ,subsericea,forsub3,HFR,MAants
